Estado,por_des_15,po_per_pob,por_sin_seg,por_car_salud,por_car_alim,por_po_patr,gini,por_car_haci
Jalisco,7.603240013,52.2408006,36.76552963,36.93667984,22.02479935,56.93080139,0.389169186,7.016540051
Mexico,3.97894001,46.61105973,39.82202148,40.75862885,12.61540031,43.9457016,0.441459507,8.024450302
Michoacan de Ocampo,14.76803017,65.87306203,44.23651123,45.23064041,25.36079979,62.96910095,0.400473714,11.66728973
Oaxaca,5.947140217,49.63412287,26.45051003,26.24357033,16.92340088,53.93399811,0.34151879,10.29160023
Puebla,14.10175991,75.06418675,46.75664139,46.88554001,31.97830009,70.36180115,0.352933586,12.45783997
Sonora,5.385560036,51.57759593,40.4103508,40.78578186,10.79209995,42.84820175,0.347696692,4.303090096
Veracruz de Ignacio de la Llave,18.03486061,79.00354725,64.75995636,78.58827972,35.12210083,70.51490021,0.415645212,20.57497978
Yucatan,13.65003014,71.46565447,45.80519104,45.85903168,19.86750031,56.45190048,0.358098805,23.67840958
Chiapas,10.68826008,75.25470671,26.6613903,26.94399071,41.0121994,75.79540253,0.418916911,22.89287949
Chihuahua,8.91506958,59.89519957,39.49444962,26.28757095,23.44050026,58.56200027,0.363244414,8.253299713
Guerrero,25.89812088,81.57440704,95.51519775,96.6029892,68.96530151,92.39099884,0.348497093,37.00632095
Hidalgo,5.238329887,40.53090186,27.35449028,25.79630089,13.39820004,45.99679947,0.381145895,9.655509949
Jalisco,5.028600216,27.95160854,30.21932983,25.13046074,13.72469997,44.30659866,0.423862189,7.188220024
Mexico,10.41928959,66.17556363,41.19422913,41.59431839,34.1711998,70.23609924,0.404497504,14.85394001
Michoacan de Ocampo,14.13387012,73.98836157,54.064991,66.26387787,32.46450043,72.27590179,0.314521313,11.10894966
Oaxaca,2.092780113,32.52945506,43.17361832,43.30604935,5.302100182,25.40469933,0.410648793,8.212309837
Puebla,11.93966007,72.29243333,45.09975052,41.00466156,31.40999985,70.1269989,0.328560412,19.25367928
Sonora,3.089890003,56.4021998,6.959710121,7.436709881,10.16219997,44.01819992,0.338886201,2.533649921
Veracruz de Ignacio de la Llave,17.92980957,79.11957861,56.51551819,54.45391083,44.0489006,79.04840088,0.343096286,9.428219795
Yucatan,13.87880039,63.97092274,13.07907009,13.14286041,17.77700043,56.68790054,0.322198898,30.89796066
Chiapas,21.47252083,93.48047215,46.29758072,15.87261963,78.4068985,95.66320038,0.333826512,38.88473892
Chihuahua,10.9375,60.51351257,23.43498993,23.77317047,16.47050095,52.56470108,0.36629951,3.162489891
Guerrero,21.54402924,67.06141554,56.78121185,43.57426071,27.61980057,64.54149628,0.38331911,23.11540031
Hidalgo,5.824709892,55.01343077,35.17102814,34.6218605,17.60540009,53.83190155,0.361488402,7.657969952
Jalisco,8.798250198,74.73222731,23.55717087,22.58214951,29.54260063,65.70680237,0.408063293,11.96621037
Mexico,10.60274982,66.66649729,21.12001038,21.18738937,34.30799866,68.52459717,0.443743587,15.26844025
Michoacan de Ocampo,15.16833973,83.35962432,62.45512009,73.69895172,32.71699905,69.35919952,0.372591406,25.35766983
Oaxaca,11.96889019,82.11412763,43.66712189,53.97431183,40.71459961,77.25,0.360708803,18.18951988
Puebla,14.0896101,78.46987364,48.65396118,47.5605011,39.09899902,76.99770355,0.335284501,12.46562958
Sonora,4.589369774,55.61135722,21.08608055,23.36992073,10.54500008,42.00659943,0.343080997,8.65073967
Veracruz de Ignacio de la Llave,31.90089035,85.93648734,14.19388008,14.59272957,55.08620071,87.84970093,0.320028603,38.30012894
Yucatan,16.80129051,49.68562535,19.20939064,19.78162956,22.78490067,61.42890167,0.306059599,41.74694824
Chiapas,18.86795044,82.32282957,51.73281097,49.63150024,52.77709961,83.10230255,0.468748391,34.51306915
Chihuahua,29.46220016,86.83504281,37.1333313,31.94732094,48.28409958,76.29699707,0.493183494,27.37564087
Guerrero,28.18777084,92.62338929,27.33934975,24.14031029,51.58589935,84.47059631,0.393650502,16.67358017
Hidalgo,8.194760323,67.9081468,33.80130005,28.97842026,14.56540012,48.33470154,0.34556511,7.625899792
Jalisco,14.80525017,50.88337158,22.76589966,20.17167091,12.93260002,43.97140121,0.3851704,4.225820065
Mexico,5.680709839,56.53350616,52.28733063,53.9336319,11.65130043,41.14929962,0.429726511,13.70979977
Michoacan de Ocampo,13.9139204,63.80841102,52.91321945,58.53234863,36.14429855,72.49639893,0.43212539,9.209699631
Oaxaca,38.82352829,79.58522845,50.7614212,50.83115005,37.50220108,77.25859833,0.300738394,17.41032028
Puebla,17.17696953,87.85822287,76.7384491,75.16435242,41.22109985,79.04090118,0.325444907,20.66366959
Sonora,4.442649841,63.15067549,19.48126984,19.40210915,12.43120003,45.53990173,0.349244893,3.692850113
Veracruz de Ignacio de la Llave,5.8196702,37.10194125,43.78300858,46.35092163,8.112500191,31.33510017,0.54364723,8.17677021
Yucatan,6.033180237,37.78680724,7.177810192,7.003890038,15.01710033,50.77819824,0.403903812,11.17286968
Chiapas,43.6763916,96.00190136,34.15415955,35.25502014,78.6733017,95.73600006,0.339915186,50.47167969
Chihuahua,20.90958977,89.71033024,37.80487823,26.82685089,56.9131012,86.73590088,0.376029402,23.91817093
Guerrero,23.18147087,76.62215565,44.35697174,49.05398941,55.5019989,85.26309967,0.430197805,35.52201843
Hidalgo,5.961420059,62.51734047,39.39419937,39.98661041,10.69050026,41.48929977,0.366199106,13.17903996
Jalisco,8.12003994,65.16277344,33.22177887,37.8952713,26.57019997,55.7663002,0.449136913,26.6611805
Mexico,18.54964066,72.87280526,25.98683929,26.13232994,44.11880112,80.31020355,0.342676014,15.86308002
Michoacan de Ocampo,8.847960472,58.10618408,43.30022812,40.42892075,28.64150047,65.16639709,0.444012702,11.28036022
Oaxaca,20.40558052,73.99150389,47.82365036,66.56311035,24.58180046,62.74489975,0.400932014,17.34654045
Puebla,23.94527054,79.25203173,45.06055069,45.3821907,42.72129822,80.77410126,0.307476193,22.74164009
Sonora,4.15019989,41.46607099,19.52095985,19.98527908,4.474699974,24.27659988,0.412626892,4.711080074
Veracruz de Ignacio de la Llave,20.25194931,78.79279543,38.75450134,51.38806152,39.80369949,75.27529907,0.39323929,18.93642044
Yucatan,17.68061066,79.88762596,7.878950119,7.322460175,36.4178009,76.28500366,0.324591488,21.24896049
Chiapas,29.01197052,93.9021162,32.98067856,33.3461113,67.48709869,92.71779633,0.319878787,34.99184036
Chihuahua,4.842619896,57.87475635,16.29775047,8.333330154,11.54829979,43.85079956,0.393766195,3.708549976
Guerrero,20.68646049,65.51834452,69.21031952,77.57834625,28.66069984,63.14049911,0.425579101,29.85915947
Hidalgo,7.375770092,60.70537618,39.16085052,37.33369827,18.36860085,54.19649887,0.420987397,9.245400429
Jalisco,2.642729998,45.52020296,31.55808067,28.3679409,18.79750061,54.30569839,0.4024598,11.6971302
Mexico,9.4103899,60.97033223,39.63478851,34.83671188,22.98360062,57.15119934,0.432634085,15.58456039
Michoacan de Ocampo,14.22912025,61.74049365,54.63605118,58.35223007,24.1868,63.69929886,0.355645895,5.995220184
Oaxaca,3.873049974,30.87423472,35.41693878,36.99837875,8.154299736,33.77059937,0.454311192,10.38759995
Puebla,15.0127697,81.84002329,38.7106514,48.78443146,39.07170105,76.25430298,0.4176552,17.82143974
Sonora,3.169569969,33.05395593,19.21748924,19.52522087,6.187699795,31.98959923,0.3560341,3.323440075
Veracruz de Ignacio de la Llave,39.63367081,92.68585082,21.78705978,21.71297073,71.63150024,93.69419861,0.332671791,63.24214172
Yucatan,13.18338013,77.0461812,39.32730103,32.52936172,21.26350021,58.0143013,0.323924214,30.08568954
Chiapas,16.35083961,65.57302958,24.74423981,21.80813026,30.94980049,65.96589661,0.454907894,13.25279999
Guerrero,16.27243996,77.97699956,52.09629822,60.71818161,31.80330086,66.26039886,0.452525288,27.32365036
Hidalgo,27.38220024,81.93334631,58.75899124,39.87480927,46.06069946,80.79309845,0.350698203,15.73369026
Jalisco,10.56252003,74.46874718,29.78577042,26.99057961,29.36380005,63.94829941,0.44518581,15.60149002
Mexico,4.331260204,61.12654601,48.14202118,44.72528076,30.59959984,69.20690155,0.383155107,16.16514015
Michoacan de Ocampo,9.31305027,63.28414387,52.35610962,58.85062027,15.84640026,52.28720093,0.373230398,10.90412998
Oaxaca,10.39134979,71.73979927,42.4066391,48.43564987,28.48089981,66.06590271,0.413787186,20.68158913
Puebla,33.93254089,88.83718029,57.99430084,81.7487793,56.19430161,89.31590271,0.2972368,26.78694916
Sonora,2.403340101,47.26133461,24.16267967,24.46633911,7.073599815,34.65909958,0.348214388,2.873559952
Veracruz de Ignacio de la Llave,5.397469997,34.91673406,37.48431015,30.76218033,12.24769974,39.99850082,0.464207292,11.60912037
Yucatan,12.57409,68.88073336,16.76264,17.12397003,20.31439972,58.03239822,0.339715809,18.2809906
Chiapas,15.61283016,85.13809814,33.79460907,32.34418106,46.55989838,82.19930267,0.37566039,33.90546036
Guerrero,42.07838821,88.29609753,33.65195847,33.85443115,66.94069672,92.33950043,0.328640193,45.37577057
Hidalgo,2.550640106,34.0885026,33.89664078,30.67893982,11.81949997,45.08729935,0.380512506,7.132639885
Jalisco,18.55505943,63.30765364,44.67839813,42.40570831,25.2147007,61.73120117,0.379974991,7.881269932
Mexico,2.865920067,50.97175161,52.0376091,51.90098953,6.441999912,28.0802002,0.478660613,9.39015007
Michoacan de Ocampo,7.295589924,48.03470395,40.23760986,39.65967941,15.39690018,49.82730103,0.414801687,5.521399975
Oaxaca,17.97603035,88.90670421,23.58953094,23.51214981,60.90589905,91.15969849,0.297528505,33.5708313
Puebla,12.42788029,80.61894625,54.99940872,65.33142853,40.47710037,78.30220032,0.322824001,20.64266014
Sonora,10.56470966,78.74553646,52.61330032,54.90259933,26.86400032,61.71120071,0.410578996,13.40909004
Veracruz de Ignacio de la Llave,8.898539543,64.52623465,42.63541031,40.41521835,17.41530037,50.50389862,0.429818392,10.57252979
Yucatan,16.55340958,83.059357,26.61853027,23.90448952,51.10189819,82.22820282,0.368074596,42.88040924
Chiapas,13.04846954,87.61602476,20.83933067,11.45442009,72.94960022,94.63379669,0.36403501,37.86643982
Guerrero,27.9324894,87.37320061,9.959030151,7.060259819,46.08050156,82.48570251,0.323789001,20.60346985
Hidalgo,5.127989769,65.08883207,36.57669067,34.44655991,11.96170044,41.57210159,0.434720904,10.07094955
Jalisco,4.268249989,43.84335073,35.70022964,35.3519516,21.36940002,58.02859879,0.386246711,12.74878979
Mexico,3.716769934,48.49713656,47.81343079,45.69496918,17.62479973,52.59569931,0.387621403,17.16699982
Michoacan de Ocampo,7.782450199,62.06080575,39.29830933,38.22380829,7.857500076,35.23260117,0.388866514,2.832370043
Oaxaca,25.89306068,84.35013029,72.13758087,67.00881958,45.89070129,79.69529724,0.407599688,29.55038071
Puebla,29.37322998,79.17566474,56.02890015,49.81591034,45.22510147,81.72750092,0.314822793,26.70082092
Sonora,3.500339985,53.34801351,49.00331879,55.70148849,10.00510025,33.27959824,0.47562471,11.16504955
Veracruz de Ignacio de la Llave,13.29638004,84.39242312,43.77632904,38.65007019,47.60770035,82.57900238,0.342519492,20.07999992
Yucatan,10.40279961,72.60909815,12.69719982,12.69180965,26.125,64.78320313,0.355215698,20.15604973
Chiapas,16.61956024,83.16222428,55.67224884,51.270401,48.90779877,82.76429749,0.350175411,32.35432816
Guerrero,47.12073135,90.55245215,17.9928093,18.2826004,63.46820068,89.03240204,0.388342202,36.15879059
Hidalgo,19.37195969,75.75301531,46.21141815,61.89535904,44.90940094,83.05349731,0.351249903,6.140180111
Jalisco,10.19137001,66.74445087,22.92190933,24.10865974,29.76519966,68.07920074,0.352871299,11.2585001
Mexico,6.780029774,52.83410462,24.18090057,17.46546936,11.60980034,41.83060074,0.454176605,9.602259636
Michoacan de Ocampo,11.69639015,61.12494983,39.6435585,36.876091,26.91010094,64.84459686,0.416329414,7.379089832
Oaxaca,22.70408058,86.96941487,35.09804153,35.30789948,55.72190094,86.11070251,0.358187497,35.24095917
Puebla,11.86550999,65.08865739,45.65589142,48.97206116,39.0143013,73.12200165,0.435504287,23.92136955
Sonora,5.555190086,59.59378655,23.71756935,23.3155899,16.21319962,46.76340103,0.422106713,18.3050499
Veracruz de Ignacio de la Llave,12.40478039,69.877121,54.85786819,59.29341125,30.52050018,68.73960114,0.425425202,17.51475906
Yucatan,18.43433952,70.25787476,16.2818203,16.08774948,39.77529907,75.68209839,0.391469687,31.50518036
Chiapas,31.61610031,90.23091622,33.37088013,41.95101166,69.74420166,90.32180023,0.484567702,40.50384903
Guerrero,33.32770157,87.11642683,95.86344147,97.1276474,68.65200043,92.71779633,0.3370215,37.7426796
Hidalgo,5.352829933,47.1309815,26.24901962,33.28134918,6.721099854,28.68470001,0.418836296,6.17592001
Jalisco,9.665920258,66.43405905,33.06755066,33.0800705,15.73579979,47.88430023,0.378409803,8.299240112
Mexico,4.712759972,45.17957343,33.19736099,36.13293076,8.607899666,36.19060135,0.379378915,7.24146986
Michoacan de Ocampo,10.84955978,67.95346078,50.42803955,53.69775009,27.51189995,65.36389923,0.375030398,9.967849731
Oaxaca,18.46225929,89.87953429,31.38775063,31.69013977,44.92219925,80.80670166,0.327019513,20.62615013
Puebla,36.09925842,86.41722863,35.36872864,35.67271042,62.00239944,89.84279633,0.35211271,41.27233124
Sonora,6.329110146,59.37262966,27.80842972,26.31579018,16.36289978,47.6631012,0.395377189,23.37034988
Veracruz de Ignacio de la Llave,19.55969048,77.95866116,46.98772049,51.58835983,40.8117981,74.4815979,0.438555896,14.9759903
Yucatan,9.097220421,49.46691456,17.85713959,17.68226051,15.68830013,51.03969955,0.327333689,23.23176956
Chiapas,23.48019981,89.02297124,30.82648087,39.20204163,64.48300171,88.89409637,0.41794619,40.24588013
Guerrero,24.35555077,86.38674712,69.11177826,82.86746216,52.13040161,83.72530365,0.375008911,34.26622009
Hidalgo,20.93280983,81.99497458,9.337030411,11.0164299,53.10169983,84.13240051,0.381395906,16.3167305
Jalisco,6.515140057,58.52698516,35.71199036,36.21632004,16.56299973,51.08739853,0.395266503,7.778759956
Mexico,3.09491992,49.56467692,30.35391998,34.06151962,12.86730003,44.44200134,0.405706704,12.7153101
Michoacan de Ocampo,14.20837021,63.27947308,49.06221008,56.60440826,16.84690094,50.09349823,0.404757887,12.58308983
Oaxaca,15.07252979,75.25785809,52.60055923,72.94757843,35.14459991,68.54119873,0.46733591,24.22023964
Puebla,18.38067055,81.44832147,34.83119965,35.11772156,33.64160156,71.19920349,0.366620302,17.43670082
Veracruz de Ignacio de la Llave,22.09095955,71.75003549,49.19926071,34.33359146,33.77360153,68.9197998,0.420302212,11.68013
Yucatan,27.96340942,91.66540949,5.239490032,5.191259861,67.26080322,92.08830261,0.325408101,42.21918106
Chiapas,9.203639984,60.38168853,38.42942047,40.52016068,24.46549988,62.73130035,0.419497311,24.57210922
Guerrero,35.85506821,89.86126716,59.07823181,59.20207977,62.2181015,90.46109772,0.327681512,42.00907135
Hidalgo,5.490550041,59.61112392,31.78862,32.92110825,11.19629955,40.90140152,0.436859488,8.997130394
Jalisco,6.701079845,68.22784079,48.68642044,45.61970901,7.820700169,32.91640091,0.401179403,2.228760004
Mexico,16.27770042,80.5556959,30.90135002,27.27100945,46.67440033,80.27749634,0.362519711,20.04141045
Michoacan de Ocampo,15.25520039,67.19499051,39.69940186,23.15983963,21.67639923,60.15259933,0.372010797,11.73390961
Oaxaca,9.278349876,90.93790323,43.56436157,43.6873703,64.42040253,92.98570251,0.284481287,28.92057037
Puebla,5.127540112,61.34470114,55.83465958,54.81740952,25.27669907,63.56169891,0.393754512,14.92374992
Veracruz de Ignacio de la Llave,7.845990181,52.08220858,28.71110916,32.98896027,11.12720013,41.20679855,0.403737187,16.86952019
Yucatan,14.17582035,62.65573937,17.62261009,17.50732994,12.39669991,46.24440002,0.334349692,20.05864906
Chiapas,27.87318039,89.76869662,21.74695969,18.82990074,66.81639862,92.58319855,0.370094508,28.69503975
Guerrero,17.75197983,71.94023648,38.13206863,30.95780945,36.33509827,75.10549927,0.401052386,29.03520012
Hidalgo,5.718540192,53.6066189,37.05775833,38.46154022,6.201499939,32.0182991,0.376222491,9.080980301
Jalisco,5.426939964,64.04340465,24.34874916,24.56814003,11.46109962,41.85400009,0.40923351,6.142029762
Mexico,3.927409887,48.26438353,46.4850502,45.72064972,7.551000118,33.67399979,0.418807089,8.935560226
Michoacan de Ocampo,11.61695004,61.31331667,41.1749115,36.24205017,26.75749969,62.64810181,0.428803295,18.02055931
Oaxaca,17.85713959,69.5243092,81.50505066,82.15242767,17.92709923,55.79079819,0.350780904,14.78361034
Puebla,14.61995983,83.17898133,35.27132034,37.49251938,52.29999924,85.75340271,0.342170507,31.10617065
Veracruz de Ignacio de la Llave,21.12182045,76.68910917,44.7053299,43.49058151,25.5795002,63.34809875,0.375534385,15.39144993
Yucatan,24.57526016,83.81735731,19.98387909,20.36865997,42.58359909,78.24089813,0.346914798,37.59999847
Chiapas,24.06340027,94.41974523,45.98006821,48.85461044,70.03800201,94.1697998,0.305771708,36.34550095
Guerrero,30.46780968,92.17446848,36.02098083,36.59500122,78.71009827,96.19290161,0.326370507,44.54970169
Hidalgo,3.726039886,42.88608365,29.57110977,30.61054993,8.858699799,35.40319824,0.422240615,7.370090008
Jalisco,9.527859688,38.49327628,19.08956909,18.32345963,23.69490051,58.61959839,0.42347461,17.32626915
Mexico,3.437150002,57.50449944,34.62847137,32.19330978,22.75970078,59.17810059,0.422244102,12.25737953
Michoacan de Ocampo,8.468319893,57.17911311,39.11532974,36.94377136,14.84819984,49.0340004,0.408232301,7.618360043
Oaxaca,12.56750011,84.81936826,58.03062057,58.46577072,47.97610092,83.42310333,0.334387511,18.73472023
Puebla,16.0383606,79.85726521,45.36325836,57.72935104,41.69150162,78.92479706,0.327556014,16.01622009
Veracruz de Ignacio de la Llave,41.9800415,89.25359448,71.33701324,72.04440308,54.24819946,86.33529663,0.343959093,27.98294067
Yucatan,15.83355045,60.47070982,21.61727905,2.607929945,21.13909912,57.2030983,0.375498414,29.69269943
Chiapas,28.65818977,84.33516572,36.08544159,41.34563065,69.2059021,93.51529694,0.343178391,35.69120026
Guerrero,17.44474983,72.29622511,45.58549881,46.45248032,32.77629852,65.92680359,0.452732593,32.98112869
Hidalgo,7.174950123,56.43764026,48.25442886,51.9091301,14.52820015,46.71260071,0.427147508,10.02569962
Jalisco,5.272779942,48.99793219,35.26572037,35.67784119,6.43200016,29.89360046,0.411223888,2.810169935
Mexico,12.22879982,65.2836121,20.05739975,16.91271019,35.80780029,69.88459778,0.455101788,14.96947956
Michoacan de Ocampo,23.04195976,70.68445347,57.867939,66.27017212,26.45350075,62.90359879,0.403447807,26.64489937
Oaxaca,3.183739901,64.11594206,43.16143036,43.4225502,16.87030029,49.14559937,0.488132387,12.37524986
Puebla,35.11243057,90.43365285,50,50.4876709,62.2818985,91.23010254,0.31161201,23.93465996
Veracruz de Ignacio de la Llave,13.92800999,65.0948881,45.28372955,49.35894012,23.55369949,65.16880035,0.360950708,9.899609566
Yucatan,20.38419914,75.78929238,30.08441925,30.2289505,31.89319992,70.76039886,0.31798479,27.55142021
Chiapas,13.0777998,66.11376121,44.00996017,48.20301819,28.28930092,59.88460159,0.484230906,17.47335052
Guerrero,66.54733276,95.94336833,90.56342316,91.11728668,83.29810333,97.39830017,0.330352604,71.93730164
Hidalgo,31.43000984,89.79849926,9.16767025,12.86699009,59.12120056,88.99839783,0.325790614,30.69952011
Jalisco,9.054149628,67.53543109,42.96028137,44.08636093,20.4307003,55.33610153,0.4020181,6.356840134
Mexico,11.02760983,54.35179905,14.78433037,15.57728004,28.96640015,64.33660126,0.432379305,22.60231972
Michoacan de Ocampo,13.96541977,67.90138393,48.88254929,47.83760071,27.10680008,64.71330261,0.385954708,14.73079967
Oaxaca,6.916759968,42.96635331,33.05860901,33.24074173,9.50150013,39.26050186,0.367370486,5.648149967
Puebla,31.88109016,91.22694977,31.51910019,22.03837013,64.49259949,91.69599915,0.320488513,35.15887833
Veracruz de Ignacio de la Llave,17.75649071,85.8424774,21.18304062,12.18470001,47.28910065,81.85179901,0.342368901,17.92737961
Yucatan,14.56735992,67.18404723,16.91555977,16.87464905,18.6215992,55.45100021,0.349493206,28.73366928
Chiapas,15.29098988,78.12621778,33.62371063,35.79631042,45.082901,80.59220123,0.356030494,24.27166939
Guerrero,46.15562057,93.2629551,44.85266113,46.04219818,74.6473999,94.86009979,0.327719212,58.06364059
Hidalgo,17.27479935,77.11904479,64.13934326,78.17014313,40.59149933,79.63410187,0.3270697,21.50882912
Jalisco,10.76105022,60.04206929,28.01370049,21.29421997,11.39299965,42.44020081,0.420853287,14.70228004
Mexico,5.666339874,57.01519017,23.77522087,21.53306961,17.01749992,51.16839981,0.367337286,9.986860275
Michoacan de Ocampo,14.70685005,78.39951959,46.48252106,37.74861145,29.59110069,68.25499725,0.375576705,13.3357296
Oaxaca,5.671999931,46.07361935,29.37684059,29.9282093,9.82859993,42.43170166,0.379093796,12.72626972
Puebla,4.683199883,78.23499574,40.10554123,40.33858871,31.14480019,69.55390167,0.375982612,14.65266037
Veracruz de Ignacio de la Llave,22.23142052,82.4766247,32.85155106,24.35720062,46.03300095,83.832901,0.297397912,15.8695097
Yucatan,16.98471069,68.76321249,13.62123013,12.61357021,36.50230026,74.65579987,0.413051486,27.03470039
Chiapas,19.45133972,88.84735145,26.62350082,32.9460907,72.31839752,93.99530029,0.327787489,38.64677811
Guerrero,26.18181992,81.50158577,49.81858826,46.94478989,41.36339951,75.98310089,0.404884189,39.07172012
Hidalgo,34.74626923,90.78343786,40.92430115,29.95067978,54.79190063,88.2410965,0.305890203,20.38093948
Jalisco,10.30156994,38.14449715,18.10598946,19.25151062,23.0951004,58.12939835,0.457898587,7.960669994
Mexico,22.48560905,83.18606718,16.66085052,16.42192078,54.41329956,84.31040192,0.414819896,21.87977982
Michoacan de Ocampo,13.49814987,63.32065859,57.18782043,58.43804169,35.55889893,73.65049744,0.342108101,14.33646011
Oaxaca,31.48855019,77.6856573,68.97866058,69.26069641,34.25960159,77.53299713,0.273563206,9.961090088
Puebla,29.94261932,86.76724494,68.79633331,68.7611618,56.19079971,88.77390289,0.303084105,33.33332825
Veracruz de Ignacio de la Llave,15.5729599,86.84879959,61.76016998,63.97410965,43.23540115,78.46240234,0.355108798,14.11631012
Yucatan,17.39192963,80.23605294,37.63658142,38.96147156,29.73340034,68.76260376,0.329246193,30.33263969
Chiapas,31.9320507,93.18507653,37.33031845,54.82524872,74.17910004,91.88490295,0.441982895,57.63547897
Guerrero,18.67749023,80.83792105,36.15282059,37.02841949,62.86119843,89.27980042,0.361947298,44.34994125
Hidalgo,9.814020157,62.71791015,60.92734146,76.12824249,22.25,59.93600082,0.396810502,13.65390968
Jalisco,8.574609756,58.61601364,25.79173088,25.68050957,22.64780045,61.0605011,0.369269907,7.726150036
Mexico,1.94303,30.39318931,39.44713974,38.96986008,15.53299999,52.19800186,0.375844002,7.871600151
Michoacan de Ocampo,22.03537941,86.59998999,59.15671158,56.22346878,53.26850128,87.1289978,0.315382898,23.67519951
Oaxaca,30.06992912,77.87376921,31.50469971,30.47002029,38.26509857,77.26779938,0.30570659,15.79232025
Puebla,25.16025925,84.76835993,23.92421913,24.31217957,53.67050171,86.13529968,0.345604509,28.69174004
Veracruz de Ignacio de la Llave,15.82931995,52.64038191,42.08982849,46.25875854,18.94070053,47.4803009,0.504243612,24.78215981
Yucatan,22.89447975,84.83777263,20.54838943,20.50938034,48.93000031,83.74749756,0.327909112,37.26874924
Chiapas,46.29378891,96.4904827,31.15983009,32.29212189,80.88659668,96.30380249,0.342551589,49.82965088
Hidalgo,5.337830067,61.42410295,38.73918915,34.98608017,7.743000031,34.92229843,0.380094886,8.535200119
Jalisco,4.194509983,50.07400611,27.69531059,26.8026104,19.2303009,55.65589905,0.401572108,10.33944035
Mexico,15.37250042,70.0728879,25.19802094,26.44728088,42.71350098,74.68579865,0.478820413,23.23327065
Michoacan de Ocampo,13.02711964,60.26098667,50.34378815,44.23797989,26.14640045,63.30270004,0.392545789,12.66005993
Oaxaca,21.67374039,88.51986526,73.88664246,74.0293808,52.06280136,86.72640228,0.320071995,21.86021996
Puebla,10.56235981,65.73770873,30.32250023,31.73667908,23.38979912,58.97589874,0.422157407,19.02891922
Veracruz de Ignacio de la Llave,9.29403019,58.73258556,18.48620987,16.9346199,12.99330044,42.51679993,0.405400604,22.29368019
Yucatan,9.602890015,56.74019319,38.40314865,38.72451019,11.16679955,43.01100159,0.383506805,15.39787006
Chiapas,23.4603405,84.44064482,40.50218964,60.50799942,44.75439835,81.26809692,0.333355308,16.62607002
Hidalgo,5.843920231,51.14850624,35.54914093,37.01150131,9.46020031,38.54249954,0.394421697,5.34221983
Jalisco,5.54279995,37.40831459,26.80245018,26.04233932,10.57849979,41.48099899,0.378975689,4.68696022
Mexico,2.966890097,42.27075903,27.96715927,28.32860947,7.002299786,30.49130058,0.436950088,18.35499001
Michoacan de Ocampo,12.14640999,78.40364721,61.62371826,62.45370865,32.30279922,70.61509705,0.367032886,14.90808964
Oaxaca,5.530560017,55.29400125,41.82223129,45.98202896,12.89990044,40.42699814,0.411035508,17.26654053
Puebla,19.54512978,81.32078751,57.03229904,32.5498085,52.28829956,87.26830292,0.296435386,14.78116989
Veracruz de Ignacio de la Llave,24.52133942,84.65239026,40.66841125,42.09762955,54.8091011,86.1371994,0.354209512,20.92275047
Yucatan,10.70024014,37.89266423,23.92815971,23.56459045,16.98660088,53.95849991,0.35431239,18.60047913
Chiapas,16.56188965,86.41101427,18.15250969,18.29467964,60.83300018,90.35910034,0.327286988,21.48044014
Hidalgo,9.547300339,60.23467021,35.36711884,31.08197021,17.45879936,52.90449905,0.389247805,6.385910034
Jalisco,7.368529797,73.64689651,24.63566971,18.92361069,22.5237999,55.13579941,0.473193914,14.58333015
Mexico,5.200200081,58.81798421,50.88225937,53.96556854,13.22830009,45.91699982,0.392630398,15.07551003
Michoacan de Ocampo,16.88389015,74.36856685,54.66537094,53.13779068,29.9211998,65.9036026,0.417227089,17.00773048
Oaxaca,2.701770067,36.66908842,36.65554047,37.10823822,3.343899965,19.08340073,0.470455796,5.820380211
Puebla,33.64485931,88.59995263,44.57495117,59.20898819,59.14229965,89.89720154,0.306283712,34.83343124
Veracruz de Ignacio de la Llave,21.05882072,55.576613,25.23135948,25.56553078,16.68779945,52.07559967,0.344990611,6.535009861
Yucatan,16.32243919,75.84859587,27.0353508,33.19791031,31.48189926,69.08719635,0.338526487,36.1578598
Chiapas,21.17703056,85.98247766,12.51539993,7.327589989,55.625,87.40920258,0.319954306,21.17938042
Jalisco,9.631070137,47.93725234,30.9061203,27.86898994,14.00010014,45.83069992,0.39094609,5.464350224
Mexico,15.30653954,73.49916574,36.1448288,31.90957069,36.41019821,72.49729919,0.373100698,16.94776917
Michoacan de Ocampo,14.09848022,59.24908714,55.32944107,45.42871094,19.56220055,56.33089828,0.396109611,6.760129929
Oaxaca,28.44100952,91.53503163,23.36362076,23.6660099,70.05149841,93.08789825,0.335241914,46.96163177
Puebla,11.125,66.79008233,54.38124084,60.34291077,30.72649956,66.14969635,0.431561798,19.34746933
Veracruz de Ignacio de la Llave,8.765640259,45.19395973,29.4822998,34.46092987,13.55840015,46.75630188,0.397013485,7.942949772
Yucatan,20.70458031,79.46896986,18.73521996,17.23477936,47.43080139,82.14170074,0.366607308,31.54277039
Chiapas,15.78616047,80.07057012,35.44784927,44.08872986,36.78609848,75.85359955,0.406770706,41.17311859
Jalisco,8.813360214,65.09178298,27.08333015,24.4864502,19.48830032,53.57540131,0.415516496,13.63249969
Mexico,12.37220955,71.0129841,26.77518082,30.95388985,38.61999893,74.56880188,0.405848414,14.95137978
